1	0	1,351	0,0585		linguistic_journal_jh	John is too much to play with your kids old.
2	0	1,4	0,0666666666666667	0	linguistic_journal_jh	John is a more unusually than any of you is dressed student.
3	0	1,5	0,0833333333333333	0	linguistic_journal_jh	John has so that his sanity is in danger money.
4	0	1,579	0,0965	0	text_books_cola	You didn't leave, left you?
5	0	1,629	0,104833333333333	0	text_books_cola	John seems will win.
6	0	1,649	0,108166666666667	0	text_books_cola	Kim to beat his dog and alienated cats.
7	0	1,675	0,1125	0	linguistic_journal_jh	John has fewer than Bill has cars houses.
8	0	1,714	0,119	0	text_books_cola	Mary not avoided Bill.
9	0	1,722	0,120333333333333	0	text_books_cola	John not left the town.
10	0	1,757	0,126166666666667	0	linguistic_journal_jh	At that time was given to the tables we inherited from Aunt Selma a good scrubbing.
11	0	1,771	0,1285	0	text_books_cola	I like beer, me.
12	0	1,789	0,1315	0	text_books_cola	I do not be happy.
13	1	1,8	0,133333333333333	0	text_books_cola	The man, a ball kicked.
14	0	1,806	0,134333333333333	0	text_books_cola	He does have been eating.
15	0	1,811	0,135166666666667	0	linguistic_journal_jh	I happened for Sam to do the dishes.
16	0	1,816	0,136	0	linguistic_journal_jh	John told Sue for Harry to wash each other.
17	1	1,818	0,136333333333333	0	linguistic_journal_jh	What did people from where try to buy?
18	0	1,829	0,138166666666667	0	text_books_cola	This girl in the red coat will and dress must put a picture of Bill on your desk.
19	0	1,833	0,138833333333333	0	linguistic_journal_jh	Mary wash the dishes is surprising.
20	0	1,838	0,139666666666667	0	text_books_cola	That he was hungry was whined by John.
21	0	1,842	0,140333333333333	0	text_books_cola	Bill proud of himself John doesn't consider.
22	0	1,85	0,141666666666667	0	text_books_cola	That few boys came upset any of the teachers.
23	0	1,857	0,142833333333333	0	linguistic_journal_jh	A how good student is John?
24	1	1,868	0,144666666666667	0	linguistic_journal_jh	Certain not to be available though a doctor from cardiology is, patients were waiting.
25	1	1,882	0,147	0	text_books_cola	Mary thinks that John said that pictures of himself, Susan likes?
26	0	1,892	0,148666666666667	0	text_books_cola	John disappeared Bill.
27	0	1,9	0,15	0	text_books_cola	What table will he put the chair between some table and?
28	0	1,909	0,1515	0	linguistic_journal_jh	John is at least as much as Bill tall.
29	0	1,911	0,151833333333333	0	linguistic_journal_jh	At that battle were given the generals who lost hell.
30	0	1,914	0,152333333333333	0	linguistic_journal_jh	John has more than he has cars houses.
31	0	1,917	0,152833333333333	0	linguistic_journal_jh	At that time was given the tables we inherited from Aunt Selma a good scrubbing.
32	0	1,921	0,1535	0	linguistic_journal_jh	John is more than Bill is tall.
33	0	1,932	0,155333333333333	0	linguistic_journal_jh	Irv and someone were dancing together, but I don't know who Irv and were dancing together.
34	0	1,943	0,157166666666667	0	text_books_cola	Mike talked to about politics yesterday my friends.
35	0	1,943	0,157166666666667	0	text_books_cola	The one whose I stole bike was John's.
36	0	1,946	0,157666666666667	0	text_books_cola	There tries to be warm in September.
37	0	1,972	0,162	0	linguistic_journal_jh	John is exactly as as Bill intelligent.
38	0	1,973	0,162166666666667	0	text_books_cola	John tries to meet not Mary.
39	0	1,973	0,162166666666667	0	text_books_cola	What table will he put the chair between and some sofa.
40	0	1,973	0,162166666666667	0	linguistic_journal_jh	John flattered Mary while Fred injuring herself.
41	0	1,977	0,162833333333333	0	text_books_cola	The cake was been eating.
42	1	2	0,166666666666667	0	text_books_cola	Chris must liking syntax.
43	0	2	0,166666666666667	0	text_books_cola	I found there.
44	0	2	0,166666666666667	0	linguistic_journal_jh	There are linguists tall.
45	0	2	0,166666666666667	0	linguistic_journal_jh	John seems that it was told that it was raining.
46	0	2,026	0,171	0	linguistic_journal_jh	Certain not to be available though a doctor with any reputation is, patients were waiting.
47	0	2,029	0,1715	0	linguistic_journal_jh	Jack came the person he is in love with.
48	0	2,029	0,1715	0	linguistic_journal_jh	John is at most as as Bill is fit tall.
49	0	2,045	0,174166666666667	0	text_books_cola	Because did Marianne love Willoughby, she refused to.
50	0	2,051	0,175166666666667	0	linguistic_journal_jh	She always was any good a dancer.
51	0	2,056	0,176	0	linguistic_journal_jh	Who was seen steal the wallet?
52	0	2,057	0,176166666666667	0	text_books_cola	When never had Sir Thomas been so offended, Mr Yates left.
53	0	2,08	0,18	0	linguistic_journal_jh	What did John buy why?
54	0	2,083	0,1805	0	linguistic_journal_jh	John threw there perfectly a ball to Mary.
55	0	2,086	0,181	0	linguistic_journal_jh	They had way.
56	0	2,086	0,181	0	linguistic_journal_jh	John is exactly as as Bill is imaginative intelligent.
57	0	2,086	0,181	0	linguistic_journal_jh	John and Mary are not very good some students.
58	1	2,108	0,184666666666667	0	linguistic_journal_jh	John read his mother sick.
59	0	2,111	0,185166666666667	0	linguistic_journal_jh	At that time were given the tables we inherited from Aunt Selma a good scrubbing.
60	0	2,114	0,185666666666667	0	linguistic_journal_jh	Where do you wonder John saw what?
61	0	2,119	0,1865	0	text_books_cola	My nephew could write letters the postcards to his parents.
62	0	2,139	0,189833333333333	0	text_books_cola	What was that the Vikings ate a real surprise to you?
63	0	2,154	0,192333333333333	0	text_books_cola	There stabbed an animal.
64	0	2,162	0,193666666666667	0	text_books_cola	He always might eats deep fried muffins.
65	0	2,167	0,1945	0	text_books_cola	Here's a razor for it to be announced that you will be shaved with.
66	0	2,167	0,1945	0	linguistic_journal_jh	At that battle were given the generals enough helicopters to block out the sun.
67	0	2,171	0,195166666666667	0	text_books_cola	John placed him busy.
68	0	2,257	0,2095	0	text_books_cola	I deny that that Bob has any money is certain.
69	0	2,262	0,210333333333333	0	linguistic_journal_jh	Who does John seem to who to like?
70	0	2,278	0,213	0	text_books_cola	Tony has a Fiat to yearn for a tall nurse.
71	0	2,278	0,213	0	text_books_cola	The child is impossible to teach him.
72	0	2,278	0,213	0	linguistic_journal_jh	Pam believes solved the problem.
73	0	2,282	0,213666666666667	0	linguistic_journal_jh	Children fears John.
74	0	2,286	0,214333333333333	0	text_books_cola	Gillian has made pasta and David is too.
75	0	2,289	0,214833333333333	0	linguistic_journal_jh	I wonder pictures of whom John bought?
76	1	2,293	0,2155	0	text_books_cola	The boys should all could go.
77	0	2,308	0,218	0	linguistic_journal_jh	She kissed a man who bit one of my friends, but Tom doesn't realize which one of my friends she kissed a man who bit.
78	0	2,343	0,223833333333333	0	text_books_cola	The roof is leaked.
79	0	2,343	0,223833333333333	0	linguistic_journal_jh	Anyone didn't come to the party.
80	0	2,343	0,223833333333333	0	linguistic_journal_jh	John kicked a door shut, and Mary did so open.
81	1	2,351	0,225166666666667	0	text_books_cola	We talked about Mr. Colson and that he had worked at the.
82	0	2,395	0,2325	0	linguistic_journal_jh	Chris is leaving now, and Sam is doing leave now too.
83	0	2,4	0,233333333333333	0	text_books_cola	There is arriving three men at that station.
84	0	2,412	0,235333333333333	0	text_books_cola	That that John showed up pleased her was obvious.
85	0	2,417	0,236166666666667	0	linguistic_journal_jh	There broke a vase.
86	0	2,422	0,237	0	linguistic_journal_jh	Those books about Sara hit herself.
87	0	2,429	0,238166666666667	0	text_books_cola	The cup filled water.
88	0	2,429	0,238166666666667	0	linguistic_journal_jh	John tried to win and Bill did similarly as trying to win.
89	0	2,429	0,238166666666667	0	linguistic_journal_jh	Many of them have turned in their take-home already, but they haven't yet their paper all.
90	0	2,432	0,238666666666667	0	linguistic_journal_jh	What was she angry after he bought?
91	0	2,444	0,240666666666667	0	linguistic_journal_jh	The burglar saw the prisoner know French.
92	0	2,457	0,242833333333333	0	text_books_cola	One people was dying of thirst.
93	0	2,514	0,252333333333333	0	text_books_cola	I have six of them more.
94	0	2,514	0,252333333333333	0	linguistic_journal_jh	Rose saw each taller man than my father.
95	0	2,514	0,252333333333333	0	linguistic_journal_jh	Was kissed.
96	1	2,528	0,254666666666667	0	text_books_cola	The tuna had been being eaten.
97	0	2,529	0,254833333333333	0	linguistic_journal_jh	What will who buy?
98	0	2,541	0,256833333333333	0	text_books_cola	There was him in the garden.
99	0	2,553	0,258833333333333	0	linguistic_journal_jh	John's discussion drunk did not clarify matters.
100	0	2,556	0,259333333333333	0	text_books_cola	Maxwell isn't half the doctor that his sister is a psychologist and his father was.
101	0	2,556	0,259333333333333	0	text_books_cola	Two or boring books take a very long time to read.
102	0	2,583	0,263833333333333	0	linguistic_journal_jh	Has sung.
103	0	2,6	0,266666666666667	0	linguistic_journal_jh	John tried to win and Bill did similarly as try to win.
104	1	2,6	0,266666666666667	0	linguistic_journal_jh	At that battle were given to the generals enough helicopters to block out the sun.
105	0	2,605	0,2675	0	linguistic_journal_jh	John flattered Mary after Fred's injuring herself.
106	0	2,605	0,2675	0	linguistic_journal_jh	The children were seen all.
